Charity Name,URL
Evidence Action Inc.,https://www.charitynavigator.org/ein/900874591
EWTN,https://www.charitynavigator.org/ein/630801391
Back to top,https://www.charitynavigator.org/discover-charities/a-to-z-directory/#top
#,https://www.charitynavigator.org/discover-charities/a-to-z-directory/charities-starting-with-numeric-character.html
FÃ²s Feminista,https://www.charitynavigator.org/ein/131845455
FAIR FIGHT ACTION INC,https://www.charitynavigator.org/ein/471427359
FairVote,https://www.charitynavigator.org/ein/541635649
FAITH AND FREEDOM COALITION INC,https://www.charitynavigator.org/ein/270182697
Family Giving Tree,https://www.charitynavigator.org/ein/770284682
Family Legacy Missions International,https://www.charitynavigator.org/ein/752897392
Family Promise,https://www.charitynavigator.org/ein/521591461
Family Research Council,https://www.charitynavigator.org/ein/521792772
Family Supportive Housing Inc.,https://www.charitynavigator.org/ein/770106237
Familyaid Boston Inc.,https://www.charitynavigator.org/ein/042105756
Far East Broadcasting Company,https://www.charitynavigator.org/ein/951461574
Farm Aid,https://www.charitynavigator.org/ein/363383233
Farm Sanctuary,https://www.charitynavigator.org/ein/510292919
Farm Share Inc.,https://www.charitynavigator.org/ein/650342192
FATHER FLANAGANS BOYS HOME,https://www.charitynavigator.org/ein/205960877
Father Joe's Villages,https://www.charitynavigator.org/ein/330492304
FATHERS OF ST EDMUND SOUTHERN MISSIONS INC,https://www.charitynavigator.org/ein/630302130
Fatima Network,https://www.charitynavigator.org/ein/222396744
Fauna & Flora International USA Inc.,https://www.charitynavigator.org/ein/813967095
FDNY Foundation,https://www.charitynavigator.org/ein/112632404
Feed Foundation Inc.,https://www.charitynavigator.org/ein/412271492
Feed Israel,https://www.charitynavigator.org/ein/460650024
Feed More,https://www.charitynavigator.org/ein/541150923
Feed My Starving Children,https://www.charitynavigator.org/ein/411601449
Feed the Children,https://www.charitynavigator.org/ein/736108657
Feed the Hunger,https://www.charitynavigator.org/ein/560953324
Feed the Hungry Inc.,https://www.charitynavigator.org/ein/541796436
Feeding America,https://www.charitynavigator.org/ein/363673599
Feeding America Eastern Wisconsin,https://www.charitynavigator.org/ein/391384593
Feeding America's Hungry Children,https://www.charitynavigator.org/ein/412061798
Feeding Pets of the Homeless,https://www.charitynavigator.org/ein/263010540
Feeding San Diego,https://www.charitynavigator.org/ein/260457477
Feeding South Dakota,https://www.charitynavigator.org/ein/363293534
Feeding South Florida,https://www.charitynavigator.org/ein/592097520
Feeding Tampa Bay,https://www.charitynavigator.org/ein/592116576
Feeding the Gulf Coast,https://www.charitynavigator.org/ein/630821997
FeedMore WNY,https://www.charitynavigator.org/ein/222470820
Fellowship of Catholic University Students,https://www.charitynavigator.org/ein/841522811
Fellowship of Christian Athletes,https://www.charitynavigator.org/ein/440610626
Fernbank Museum of Natural History,https://www.charitynavigator.org/ein/586028607
Ferst Readers,https://www.charitynavigator.org/ein/582489181
Fight Colorectal Cancer,https://www.charitynavigator.org/ein/202622550
Finca International Inc.,https://www.charitynavigator.org/ein/133240109
Find the Children,https://www.charitynavigator.org/ein/953822577
Firefighters Charitable Foundation,https://www.charitynavigator.org/ein/650258322
Firehouse Subs Public Safety Foundation,https://www.charitynavigator.org/ein/203588745
FIRST,https://www.charitynavigator.org/ein/222990908
First Book,https://www.charitynavigator.org/ein/521779606
First Liberty Institute,https://www.charitynavigator.org/ein/751403169
First Nations Development Institute,https://www.charitynavigator.org/ein/541254491
Fisher Center for Alzheimer's Research Foundation,https://www.charitynavigator.org/ein/133859563
Fisher House Foundation,https://www.charitynavigator.org/ein/113158401
Fistula Foundation,https://www.charitynavigator.org/ein/770547201
Florida Breast Cancer Foundation,https://www.charitynavigator.org/ein/010694045
Florida Coalition Against Domestic Violence Inc.,https://www.charitynavigator.org/ein/592055476
Florida Sheriffs Youth Ranches,https://www.charitynavigator.org/ein/237303117
Florida's Children First,https://www.charitynavigator.org/ein/522372998
Focus on the Family,https://www.charitynavigator.org/ein/953188150
Folds of Honor,https://www.charitynavigator.org/ein/753240683
Fonkoze USA,https://www.charitynavigator.org/ein/522022113
Food & Friends,https://www.charitynavigator.org/ein/521648941
FOOD & WATER ACTION FUND,https://www.charitynavigator.org/ein/320160436
Food and Water Watch,https://www.charitynavigator.org/ein/320160439
Food Bank For New York City,https://www.charitynavigator.org/ein/133179546
Food Bank of Central & Eastern North Carolina,https://www.charitynavigator.org/ein/561283426
Food Bank of Contra Costa and Solano,https://www.charitynavigator.org/ein/942418054
Food Bank of the Rockies,https://www.charitynavigator.org/ein/840772672
Food for Free,https://www.charitynavigator.org/ein/222561771
Food for Others,https://www.charitynavigator.org/ein/541777157
Food for the Hungry,https://www.charitynavigator.org/ein/952680390
Food For The Poor,https://www.charitynavigator.org/ein/592174510
Food Lifeline,https://www.charitynavigator.org/ein/911090450
For the Troops,https://www.charitynavigator.org/ein/208099782
Forgotten Harvest,https://www.charitynavigator.org/ein/382926476
Foster Care to Success,https://www.charitynavigator.org/ein/521238437
Fostering the Future,https://www.charitynavigator.org/ein/851859538
Foundation Fighting Blindness,https://www.charitynavigator.org/ein/237135845
Foundation for Individual Rights in Education,https://www.charitynavigator.org/ein/043467254
Foundation for the National Institutes of Health,https://www.charitynavigator.org/ein/521986675
Four Corners Equine Rescue,https://www.charitynavigator.org/ein/200979636
Four Paws International Inc.,https://www.charitynavigator.org/ein/274352918
Franciscan Foundation for the Holy Land,https://www.charitynavigator.org/ein/330628775
Franciscan Mission Associates,https://www.charitynavigator.org/ein/131982783
Franciscan Outreach,https://www.charitynavigator.org/ein/362928835
Fred Hutchinson Cancer Research Center,https://www.charitynavigator.org/ein/237156071
Frederick Douglass Marcus Garvey Leadership Academy,https://www.charitynavigator.org/ein/845179390
Free Software Foundation,https://www.charitynavigator.org/ein/042888848
Free the Girls,https://www.charitynavigator.org/ein/272454072
Freedom Alliance,https://www.charitynavigator.org/ein/541411430
Freedom From Religion Foundation,https://www.charitynavigator.org/ein/391302520
Freedom Service Dogs of America,https://www.charitynavigator.org/ein/841068936
Fresno Mission,https://www.charitynavigator.org/ein/941279785
Friends for Animals of Metro Detroit,https://www.charitynavigator.org/ein/383171570
Friends of Animals,https://www.charitynavigator.org/ein/136018549
Friends of Disabled Adults and Children,https://www.charitynavigator.org/ein/581709436
Friends of Israel Disabled Veterans â€“ Beit Halochem,https://www.charitynavigator.org/ein/133392711
Friends of Notre-Dame De Paris Inc.,https://www.charitynavigator.org/ein/814458934
Friends of Rachashei Lev-Whispers of the Heart,https://www.charitynavigator.org/ein/200379354
Friends of the Arava Institute,https://www.charitynavigator.org/ein/113485736
Friends of the Cornell Lab of Ornithology Inc.,https://www.charitynavigator.org/ein/461979945
Friends of the Earth,https://www.charitynavigator.org/ein/237420660
Friends of the Israel Defense Forces,https://www.charitynavigator.org/ein/133156445
Friends of UNFPA,https://www.charitynavigator.org/ein/133996346
Friends of United Hatzalah of Israel,https://www.charitynavigator.org/ein/113533002
Friends of Yad Sarah,https://www.charitynavigator.org/ein/133106175
Friends of Zion Inc.,https://www.charitynavigator.org/ein/880339835
Front Range Equine Rescue,https://www.charitynavigator.org/ein/841418525
Frontier Alliance International Inc.,https://www.charitynavigator.org/ein/455619623
Fry Family Foundation A New Jersey Nonprofit Corporation,https://www.charitynavigator.org/ein/223515940
Fund for Armenian Relief,https://www.charitynavigator.org/ein/133706646
Fundacion Good Bunny Inc.,https://www.charitynavigator.org/ein/660933627
Furkids Animal Rescue and Shelters,https://www.charitynavigator.org/ein/010766844
Futures Without Violence,https://www.charitynavigator.org/ein/943110973
Back to top,https://www.charitynavigator.org/discover-charities/a-to-z-directory/#top
#,https://www.charitynavigator.org/discover-charities/a-to-z-directory/charities-starting-with-numeric-character.html
Galapagos Conservancy,https://www.charitynavigator.org/ein/133281486
Gamers Outreach Foundation,https://www.charitynavigator.org/ein/260321174
Games for Love,https://www.charitynavigator.org/ein/832034928
Ganassi Foundation,https://www.charitynavigator.org/ein/251591687
Gary Sinise Foundation,https://www.charitynavigator.org/ein/800587086
Gavi Alliance,https://www.charitynavigator.org/ein/980593375
"General Israel Orphans Home for Girls, USA",https://www.charitynavigator.org/ein/135640819
GENERAL SECRETARIAT OF THE FRANCISCAN MISSIONS INC,https://www.charitynavigator.org/ein/391396579
Gentle Giants Draft Horse Rescue,https://www.charitynavigator.org/ein/593822764
George Washington's Mount Vernon,https://www.charitynavigator.org/ein/540564701
Gideons International,https://www.charitynavigator.org/ein/362270051
GIFFORDS,https://www.charitynavigator.org/ein/465592432
Giffords Law Center to Prevent Gun Violence,https://www.charitynavigator.org/ein/464638549
Giraffe Conservation Foundation USA,https://www.charitynavigator.org/ein/812749463
Girl Scouts of the USA,https://www.charitynavigator.org/ein/131624016
Girls Inc.,https://www.charitynavigator.org/ein/131915124
Girls Who Code Inc.,https://www.charitynavigator.org/ein/300728021
Give an Hour,https://www.charitynavigator.org/ein/611493378
Give Foundation Inc.,https://www.charitynavigator.org/ein/020570370
Give Kids The World Village,https://www.charitynavigator.org/ein/592654440
Give Lively Foundation Inc.,https://www.charitynavigator.org/ein/810693451
Give Well Foundation Inc.,https://www.charitynavigator.org/ein/814539175
Give2Asia,https://www.charitynavigator.org/ein/943373670
Givedirectly,https://www.charitynavigator.org/ein/271661997
GiveWell,https://www.charitynavigator.org/ein/208625442
Givewell Community Foundation Inc.,https://www.charitynavigator.org/ein/593649871
Givinga Foundation Inc.,https://www.charitynavigator.org/ein/474172718
GLAAD Inc.,https://www.charitynavigator.org/ein/133384027
Glaucoma Research Foundation,https://www.charitynavigator.org/ein/942495035
Gleaners Community Food Bank of Southeastern Michigan,https://www.charitynavigator.org/ein/382156255
Glioblastoma Foundation Inc.,https://www.charitynavigator.org/ein/812849764
Global Citizen,https://www.charitynavigator.org/ein/421772557
Global Empowerment Mission Inc.,https://www.charitynavigator.org/ein/453782061
Global Fund for Women,https://www.charitynavigator.org/ein/770155782
Global Health Solutions Inc.,https://www.charitynavigator.org/ein/203674498
Global Sanctuary for Elephants,https://www.charitynavigator.org/ein/463564818
Global Servants,https://www.charitynavigator.org/ein/581291607
Global Volunteers,https://www.charitynavigator.org/ein/363352680
GlobalGiving,https://www.charitynavigator.org/ein/300108263
GLSEN,https://www.charitynavigator.org/ein/043234202
GO2 Foundation for Lung Cancer,https://www.charitynavigator.org/ein/204417327
God's Love We Deliver,https://www.charitynavigator.org/ein/133366846
God's Pantry Food Bank,https://www.charitynavigator.org/ein/310979404
God's Pit Crew,https://www.charitynavigator.org/ein/541974979
God's Word to the Nations Mission Society,https://www.charitynavigator.org/ein/341405849
Golden Gate National Parks Conservancy,https://www.charitynavigator.org/ein/942781708
Goldstar Institute,https://www.charitynavigator.org/ein/203847218
Good Food Institute Inc.,https://www.charitynavigator.org/ein/810840578
Good Shepherd Food Bank of Maine,https://www.charitynavigator.org/ein/222986809
Good Shepherd India,https://www.charitynavigator.org/ein/510237239
Good Sports,https://www.charitynavigator.org/ein/753138664
Good360,https://www.charitynavigator.org/ein/541282616
Goodwill Industries Inc.,https://www.charitynavigator.org/ein/470378996
Goodwill Industries International Inc.,https://www.charitynavigator.org/ein/530196517
Goodwill Industries of Greater New York & Northern New Jersey,https://www.charitynavigator.org/ein/131641068
Goodwill Industries of South Florida,https://www.charitynavigator.org/ein/590866126
Goodwill Services,https://www.charitynavigator.org/ein/208997946
Goodwill Southern California,https://www.charitynavigator.org/ein/951641441
Goodwill-Easter Seals Minnesota,https://www.charitynavigator.org/ein/410706171
Government Accountability Project,https://www.charitynavigator.org/ein/521343924
Grand Circle Foundation Inc.,https://www.charitynavigator.org/ein/043175434
Grand Teton National Park Foundation,https://www.charitynavigator.org/ein/830322668
Grapevine Relief And Community Exchange,https://www.charitynavigator.org/ein/752195702
Grassroots International,https://www.charitynavigator.org/ein/042791159
Great Aspirations Scholarship Program (GRASP),https://www.charitynavigator.org/ein/521277427
Greater Chicago Food Depository,https://www.charitynavigator.org/ein/362971864
Greater Cleveland Food Bank,https://www.charitynavigator.org/ein/341292848
Greater Good Charities Inc.,https://www.charitynavigator.org/ein/471353419
Greater Pittsburgh Community Food Bank,https://www.charitynavigator.org/ein/251420599
Greater Unified Freewill Baptist Church Inc.,https://www.charitynavigator.org/ein/113040771
greatergood.org,https://www.charitynavigator.org/ein/204846675
Green America,https://www.charitynavigator.org/ein/521660746
Green Beret Foundation,https://www.charitynavigator.org/ein/271206961
Greenpeace Foundation,https://www.charitynavigator.org/ein/990175939
Greenpeace Fund,https://www.charitynavigator.org/ein/953313195
GREENPEACE INC,https://www.charitynavigator.org/ein/521541501
Guardian Angels Medical Service Dogs Inc.,https://www.charitynavigator.org/ein/272667123
Guardians of Rescue Inc.,https://www.charitynavigator.org/ein/274205517
Guide Dog Foundation for the Blind,https://www.charitynavigator.org/ein/111687477
Guide Dogs for the Blind,https://www.charitynavigator.org/ein/941196195
Guide Dogs of America,https://www.charitynavigator.org/ein/951586088
Guideposts Foundation Inc.,https://www.charitynavigator.org/ein/203779200
Guidestar USA Inc.,https://www.charitynavigator.org/ein/541774039
Guiding Eyes for the Blind,https://www.charitynavigator.org/ein/131854606
Guttmacher Institute,https://www.charitynavigator.org/ein/132890727
Back to top,https://www.charitynavigator.org/discover-charities/a-to-z-directory/#top
#,https://www.charitynavigator.org/discover-charities/a-to-z-directory/charities-starting-with-numeric-character.html
HABIT FOR HUMANITY INTERNATIONAL INC,https://www.charitynavigator.org/ein/270291691
Habitat for Horses,https://www.charitynavigator.org/ein/760586024
Habitat for Humanity International,https://www.charitynavigator.org/ein/911914868
HABITAT FOR HUMANITY INTERNATIONAL,https://www.charitynavigator.org/ein/020653283
HABITAT FOR HUMANITY INTERNATIONAL,https://www.charitynavigator.org/ein/203650965
HABITAT FOR HUMANITY INTERNATIONAL,https://www.charitynavigator.org/ein/660515156
"Hadassah, The Women's Zionist Organization of America",https://www.charitynavigator.org/ein/131656651
Hair We Share Inc.,https://www.charitynavigator.org/ein/471305095
Haitian Bridge Alliance,https://www.charitynavigator.org/ein/813558713
Haitian Health Foundation,https://www.charitynavigator.org/ein/061135999
Halleys Comet Foundation Inc.,https://www.charitynavigator.org/ein/943328798
"Handicap International, dba Humanity & Inclusion",https://www.charitynavigator.org/ein/550914744
HANNA BOYS CENTER,https://www.charitynavigator.org/ein/941156478
Happy Cat Inc.,https://www.charitynavigator.org/ein/900576904
Harlem Children's Zone,https://www.charitynavigator.org/ein/237112974
Harmony Fund Inc.,https://www.charitynavigator.org/ein/271293736
Harry Chapin Food Bank of Southwest Florida,https://www.charitynavigator.org/ein/592332120
HARVARD PILGRIM HEALTH CARE OF NEW ENGLAND INC,https://www.charitynavigator.org/ein/042663394
Harvest Hope Food Bank,https://www.charitynavigator.org/ein/570725560
Harvesters: The Community Food Network,https://www.charitynavigator.org/ein/431208665
Have Dreams,https://www.charitynavigator.org/ein/364078008
"Haven, Montana",https://www.charitynavigator.org/ein/810389914
Hawaii Foodbank,https://www.charitynavigator.org/ein/990220699
Healing Hands International,https://www.charitynavigator.org/ein/621585366
HealthRight International,https://www.charitynavigator.org/ein/133791391
Healthwell Foundation,https://www.charitynavigator.org/ein/200413676
Heart for Africa,https://www.charitynavigator.org/ein/364509500
Heart of the Nation Catholic Mass,https://www.charitynavigator.org/ein/391420941
Heart to Heart International,https://www.charitynavigator.org/ein/481108359
Heartbeat International,https://www.charitynavigator.org/ein/237335592
Heifer International,https://www.charitynavigator.org/ein/351019477
Heifer International Foundation,https://www.charitynavigator.org/ein/710699939
Helen Keller International,https://www.charitynavigator.org/ein/135562162
Helen Woodward Animal Center,https://www.charitynavigator.org/ein/237228287
Help Heal Veterans,https://www.charitynavigator.org/ein/952706737
Help Hope Live,https://www.charitynavigator.org/ein/521322317
Help the Helpless,https://www.charitynavigator.org/ein/411878721
Help the Persecuted Inc.,https://www.charitynavigator.org/ein/831799054
Helping A Hero Org,https://www.charitynavigator.org/ein/205433598
Helping Hand for Relief and Development,https://www.charitynavigator.org/ein/311628040
Helping Hands Outlet Store & Mission Center,https://www.charitynavigator.org/ein/813643331
Helping Hands: Monkey Helpers,https://www.charitynavigator.org/ein/133146988
Helping Up Mission,https://www.charitynavigator.org/ein/520635090
HERITAGE ACTION FOR AMERICA,https://www.charitynavigator.org/ein/272244700
Heritage for the Blind,https://www.charitynavigator.org/ein/582164446
Hero Inc.,https://www.charitynavigator.org/ein/261209762
Herobox,https://www.charitynavigator.org/ein/263985630
Hesed House,https://www.charitynavigator.org/ein/363285644
HIAS,https://www.charitynavigator.org/ein/135633307
Hidden Harvest Corporation,https://www.charitynavigator.org/ein/330821743
Higher Ground,https://www.charitynavigator.org/ein/820512146
Hillsdale College,https://www.charitynavigator.org/ein/381374230
Himalayan Cataract Project,https://www.charitynavigator.org/ein/030362926
Hire Heroes USA,https://www.charitynavigator.org/ein/431562688
Hispanic Federation,https://www.charitynavigator.org/ein/133573852
Hispanic Scholarship Fund,https://www.charitynavigator.org/ein/521051044
Historic New England,https://www.charitynavigator.org/ein/042104937
Holt International Children's Services,https://www.charitynavigator.org/ein/237257390
Home of the Innocents,https://www.charitynavigator.org/ein/610445834
Homeboy Industries,https://www.charitynavigator.org/ein/954800735
Homeless Not Toothless,https://www.charitynavigator.org/ein/200615767
Homes For Our Troops,https://www.charitynavigator.org/ein/542143612
Homes for Veterans,https://www.charitynavigator.org/ein/452149057
Honor Flight Network,https://www.charitynavigator.org/ein/202751460
HonorBound Foundation,https://www.charitynavigator.org/ein/133102064
Hoof or Paw,https://www.charitynavigator.org/ein/862499158
Hooves & Paws Animal Rescue,https://www.charitynavigator.org/ein/331007628
Hope Children's Home,https://www.charitynavigator.org/ein/620879012
Hope for Haiti,https://www.charitynavigator.org/ein/593564329
Hope for Haiti's Children,https://www.charitynavigator.org/ein/311811917
Hope for Paws,https://www.charitynavigator.org/ein/262869386
Hope For The WarriorsÂ®,https://www.charitynavigator.org/ein/205182295
Hope for Ukraine Inc.,https://www.charitynavigator.org/ein/811401967
Hope House,https://www.charitynavigator.org/ein/431265685
HOPE International,https://www.charitynavigator.org/ein/232836648
HOPE worldwide,https://www.charitynavigator.org/ein/043129839
Horizons for Youth,https://www.charitynavigator.org/ein/363796784
Horse Plus Humane Society,https://www.charitynavigator.org/ein/201156396
Hosanna/Faith Comes By Hearing,https://www.charitynavigator.org/ein/850223225
House of Grace Group Home Ministries,https://www.charitynavigator.org/ein/833131189
"House of Ruth, Washington, D.C.",https://www.charitynavigator.org/ein/521054102
Houston Food Bank,https://www.charitynavigator.org/ein/742181456
Houston SPCA,https://www.charitynavigator.org/ein/741287171
Howard Brown Health Center,https://www.charitynavigator.org/ein/362894128
Human Rights Campaign Foundation,https://www.charitynavigator.org/ein/521481896
HUMAN RIGHTS CAMPAIGN INC,https://www.charitynavigator.org/ein/521243457
Human Rights First,https://www.charitynavigator.org/ein/133116646
Human Rights Foundation,https://www.charitynavigator.org/ein/202669700
Human Rights Initiative,https://www.charitynavigator.org/ein/752842602
Human Rights Watch,https://www.charitynavigator.org/ein/132875808
Humane Animal Rescue of Pittsburgh,https://www.charitynavigator.org/ein/250325750
Humane Farming Association,https://www.charitynavigator.org/ein/680087989
Humane Rescue Alliance,https://www.charitynavigator.org/ein/530219724
Humane Society International,https://www.charitynavigator.org/ein/521769464
HUMANE SOCIETY LEGISLATIVE FUND,https://www.charitynavigator.org/ein/593786428
Humane Society of Fairfax County,https://www.charitynavigator.org/ein/546064956
Humane Society of Huron Valley,https://www.charitynavigator.org/ein/381474931
Humane Society of New York,https://www.charitynavigator.org/ein/131624041
Humane Society of Sarasota County,https://www.charitynavigator.org/ein/596014943
Humane Society Silicon Valley,https://www.charitynavigator.org/ein/941196215
Humanity First USA,https://www.charitynavigator.org/ein/200464012
Huntsman Cancer Foundation,https://www.charitynavigator.org/ein/870541293
Back to top,https://www.charitynavigator.org/discover-charities/a-to-z-directory/#top
#,https://www.charitynavigator.org/discover-charities/a-to-z-directory/charities-starting-with-numeric-character.html
I Heart Dogs Rescue and Animal Haven,https://www.charitynavigator.org/ein/473083059
IAVI,https://www.charitynavigator.org/ein/133870223
ICNA Relief USA Programs,https://www.charitynavigator.org/ein/043810161
Idaho Youth Ranch,https://www.charitynavigator.org/ein/820253346
Imagine Children's Museum,https://www.charitynavigator.org/ein/943153591
In Defense of Animals,https://www.charitynavigator.org/ein/680008936
In Our Own Voice National Black Womens Reproductive Justice Agenda,https://www.charitynavigator.org/ein/821672086
In Touch Ministries,https://www.charitynavigator.org/ein/581495310
Indian Muslim Relief and Charities,https://www.charitynavigator.org/ein/270058132
IndyHumane,https://www.charitynavigator.org/ein/350876385
Innocence Project Inc.,https://www.charitynavigator.org/ein/320077563
Insight for Living,https://www.charitynavigator.org/ein/953392299
Institute for Cancer Research,https://www.charitynavigator.org/ein/236296135
Institute for Justice,https://www.charitynavigator.org/ein/521744337
International Animal Rescue,https://www.charitynavigator.org/ein/542044674
International Campaign for Tibet,https://www.charitynavigator.org/ein/521570071
INTERNATIONAL CATHOLIC MIGRATION COMMISSION INC,https://www.charitynavigator.org/ein/521470887
"International Children's Fund, Inc.",https://www.charitynavigator.org/ein/391303430
International Christian Concern,https://www.charitynavigator.org/ein/521942990
International Committee of the Red Cross,https://www.charitynavigator.org/ein/986001029
International Conservation Caucus Foundation,https://www.charitynavigator.org/ein/830449176
International Disaster Emergency Service,https://www.charitynavigator.org/ein/237348277
International Eye Foundation,https://www.charitynavigator.org/ein/520742301
International Fellowship of Christians and Jews,https://www.charitynavigator.org/ein/363256096
International Fund for Animal Welfare,https://www.charitynavigator.org/ein/311594197
International Justice Mission,https://www.charitynavigator.org/ein/541722887
International Medical Corps,https://www.charitynavigator.org/ein/953949646
International Orthodox Christian Charities,https://www.charitynavigator.org/ein/251679348
International Planned Parenthood Federation - Worldwide Inc.,https://www.charitynavigator.org/ein/204365831
International Primate Protection League,https://www.charitynavigator.org/ein/510194013
International Refugee Assistance Project Inc.,https://www.charitynavigator.org/ein/822167556
International Relief Teams,https://www.charitynavigator.org/ein/330412751
International Rescue Committee,https://www.charitynavigator.org/ein/135660870
International Rhino Foundation,https://www.charitynavigator.org/ein/752395006
International Wolf Center,https://www.charitynavigator.org/ein/411543539
InterVarsity Christian Fellowship/USA,https://www.charitynavigator.org/ein/362171714
Intl Federation of Red Cross and Red Crescent Soc at the U N Inc.,https://www.charitynavigator.org/ein/133682664
Iraq and Afghanistan Veterans of America,https://www.charitynavigator.org/ein/201664531
Ireach Global,https://www.charitynavigator.org/ein/861396661
Irondog K9 International Inc.,https://www.charitynavigator.org/ein/810688978
Ironwood Pig Sanctuary,https://www.charitynavigator.org/ein/860999483
Islamic Relief USA,https://www.charitynavigator.org/ein/954453134
Island Harvest,https://www.charitynavigator.org/ein/113136350
Israel Guide Dog Center for the Blind,https://www.charitynavigator.org/ein/232519029
"It's The Journey, Inc.",https://www.charitynavigator.org/ein/470897591
Back to top,https://www.charitynavigator.org/discover-charities/a-to-z-directory/#top
#,https://www.charitynavigator.org/discover-charities/a-to-z-directory/charities-starting-with-numeric-character.html
Jack Brewer Foundation,https://www.charitynavigator.org/ein/562574991
Jacobs & Cushman San Diego Food Bank,https://www.charitynavigator.org/ein/204374795
Jan Broberg Foundation,https://www.charitynavigator.org/ein/881623364
JBI International,https://www.charitynavigator.org/ein/131683279
JDRF,https://www.charitynavigator.org/ein/231907729
Jehovahs Witnesses,https://www.charitynavigator.org/ein/936034513
Jesus Daily Inc.,https://www.charitynavigator.org/ein/237447648
Jewish Family Service of Metrowest,https://www.charitynavigator.org/ein/042730898
Jewish Federation of Greater Harrisburg,https://www.charitynavigator.org/ein/231352338
Jewish Foundation for the Righteous,https://www.charitynavigator.org/ein/133807016
"Jewish National Fund, United States",https://www.charitynavigator.org/ein/131659627
Jewish United Fund of Chicago,https://www.charitynavigator.org/ein/362167034
Jewish Voice Ministries International,https://www.charitynavigator.org/ein/860217838
Jews for Jesus,https://www.charitynavigator.org/ein/942222464
Jon Bon Jovi Soul Foundation,https://www.charitynavigator.org/ein/205036346
Joni and Friends,https://www.charitynavigator.org/ein/953402002
Joslin Diabetes Center,https://www.charitynavigator.org/ein/042203836
Joyce Meyer Ministries Inc.,https://www.charitynavigator.org/ein/431382734
Joyful Heart Foundation,https://www.charitynavigator.org/ein/721519537
Judicial Watch,https://www.charitynavigator.org/ein/521885088
Just Detention International,https://www.charitynavigator.org/ein/133711840
Back to top,https://www.charitynavigator.org/discover-charities/a-to-z-directory/#top
#,https://www.charitynavigator.org/discover-charities/a-to-z-directory/charities-starting-with-numeric-character.html
K9 Lifeline Rescue Inc.,https://www.charitynavigator.org/ein/452213532
K9s for Warriors,https://www.charitynavigator.org/ein/275219467
Kabul Small Animal Rescue,https://www.charitynavigator.org/ein/861456626
Kardashian Jenner Family Foundation Inc.,https://www.charitynavigator.org/ein/813878924
Karen Ann Quinlan Charitable Foundation,https://www.charitynavigator.org/ein/223562304
Karmagawa Foundation Inc.,https://www.charitynavigator.org/ein/472344628
Kars4Kids,https://www.charitynavigator.org/ein/223746050
Keepers of the Wild,https://www.charitynavigator.org/ein/880345277
Keeping Our Promise Inc.,https://www.charitynavigator.org/ein/851918996
Khalsa Aid International USA Inc.,https://www.charitynavigator.org/ein/831788197
Khan Academy,https://www.charitynavigator.org/ein/261544963
Kids Alive International,https://www.charitynavigator.org/ein/311140515
Kids Around the World,https://www.charitynavigator.org/ein/364007250
Kids' Food Basket,https://www.charitynavigator.org/ein/043760991
Kids In Need Foundation,https://www.charitynavigator.org/ein/821078462
Kids Wish Network,https://www.charitynavigator.org/ein/311579097
Kidsave,https://www.charitynavigator.org/ein/911887623
Kind Inc.,https://www.charitynavigator.org/ein/262763038
Kiva,https://www.charitynavigator.org/ein/710992446
Kiwanis Children's Fund,https://www.charitynavigator.org/ein/366072039
K-Love & Air1 Foundation,https://www.charitynavigator.org/ein/266579467
Knights of Columbus,https://www.charitynavigator.org/ein/060416470
Knights of Columbus Charities Inc.,https://www.charitynavigator.org/ein/237227608
Knox Area Rescue Ministries,https://www.charitynavigator.org/ein/620670972
KQED,https://www.charitynavigator.org/ein/941241309
Back to top,https://www.charitynavigator.org/discover-charities/a-to-z-directory/#top
#,https://www.charitynavigator.org/discover-charities/a-to-z-directory/charities-starting-with-numeric-character.html
Lady Freethinker,https://www.charitynavigator.org/ein/474213802
Lamb & Lion Ministries,https://www.charitynavigator.org/ein/751717049
Lambda Legal,https://www.charitynavigator.org/ein/237395681
Last Chance for Animals,https://www.charitynavigator.org/ein/954013155
Law Enforcement Legal Defense Fund,https://www.charitynavigator.org/ein/521095066
Law Enforcement Officers Relief Fund Inc.,https://www.charitynavigator.org/ein/263338776
Lead,https://www.charitynavigator.org/ein/472471572
Leader Dogs for the Blind,https://www.charitynavigator.org/ein/381366931
Leadership Institute,https://www.charitynavigator.org/ein/510235174
Leading The Way with Dr. Michael Youssef,https://www.charitynavigator.org/ein/581816773
League of Conservation Voters Education Fund,https://www.charitynavigator.org/ein/521379661
LEAGUE OF CONSERVATION VOTERS INC,https://www.charitynavigator.org/ein/521733698
League of Women Voters Education Fund,https://www.charitynavigator.org/ein/530239013
Learning Ally,https://www.charitynavigator.org/ein/131659345
Lend A Hand Across America Inc.,https://www.charitynavigator.org/ein/383725774
"Lesbian, Gay, Bisexual & Transgender Community Center",https://www.charitynavigator.org/ein/133217805
LeSea Global Feed the Hungry,https://www.charitynavigator.org/ein/320053249
Let Them Live Action Corporation,https://www.charitynavigator.org/ein/833480264
Leukemia Research Foundation,https://www.charitynavigator.org/ein/366102182
Lewy Body Dementia Association,https://www.charitynavigator.org/ein/050577683
Liberty in North Korea,https://www.charitynavigator.org/ein/731710135
Liberty Youth Ranch,https://www.charitynavigator.org/ein/383674666
Life Action Ministries,https://www.charitynavigator.org/ein/382157686
